GPA,Semester_GPA,CGPA,Stress_Index,Attendance_Rate,Study_Hours_per_Day,Assignment_Delay_Days,Part_Time_Job,Dropout
2.28,2.9,2.92,10.0,79.2,5.33,3,0,0
0.15,0.16,0.24,7.3,83.0,2.89,5,0,1
1.22,1.44,1.42,7.4,79.2,4.79,3,1,1
0.0,0.0,0.0,9.7,78.4,5.48,1,0,1
1.97,1.83,1.88,5.8,71.3,6.36,1,0,1
2.96,3.27,3.27,7.7,81.2,6.0,5,0,1
2.25,2.3,2.25,4.8,78.5,6.31,2,0,1
1.9,1.14,1.19,5.9,76.0,4.32,2,0,1
0.63,0.99,0.89,6.4,77.8,5.22,6,0,1
4.0,4.0,3.92,3.9,86.3,6.2,0,0,0
1.29,1.31,1.31,5.1,79.7,3.81,4,0,1
1.56,1.79,1.79,8.6,85.9,5.46,2,0,1
0.0,0.0,0.0,7.9,60.8,2.56,4,0,1
0.0,0.0,0.01,5.4,80.6,2.25,1,0,1
2.61,2.98,2.99,4.3,81.3,4.36,1,1,1
4.0,3.94,3.86,6.2,97.4,4.28,5,0,0
3.77,4.0,4.0,3.9,90.0,4.7,4,1,0
2.21,2.14,2.13,4.3,79.6,4.84,1,0,1
4.0,3.95,3.88,3.2,81.2,5.65,0,0,0
0.22,0.19,0.19,7.3,73.7,4.82,3,1,1
1.06,0.97,1.05,3.6,87.0,0.6,1,0,0
2.07,2.58,2.64,5.9,81.6,4.27,3,0,1
2.62,2.6,2.5,9.2,88.1,4.91,2,0,1
1.33,1.46,1.35,5.5,78.6,3.78,2,1,1
1.77,2.12,2.12,7.6,70.8,5.63,5,0,1
3.72,3.28,3.21,6.4,93.3,2.22,2,0,1
1.76,1.74,1.75,4.8,79.4,3.29,0,1,0
0.17,0.08,0.08,7.3,73.0,3.93,1,0,1
0.52,0.53,0.56,4.6,63.5,5.99,0,0,1
1.31,1.23,1.23,4.4,72.0,2.02,0,0,0
2.57,2.73,2.65,3.1,74.9,2.77,1,0,1
2.14,1.98,2.04,8.1,87.5,4.55,1,1,0
1.83,2.05,2.07,7.7,72.6,5.54,0,1,0
1.81,1.55,1.52,7.3,91.8,3.87,2,1,1
0.92,0.75,0.73,5.3,71.0,2.42,3,1,1
0.8,0.82,0.8,7.8,85.1,4.39,3,1,1
0.71,0.79,0.78,5.8,70.7,3.59,3,1,1
3.39,3.36,3.36,2.8,82.9,3.18,2,0,0
0.0,0.1,0.13,4.9,67.0,4.09,4,0,1
3.03,2.26,2.26,6.0,84.9,5.56,4,0,0
2.04,1.95,1.95,3.9,74.7,3.35,4,0,0
1.8,1.94,1.94,8.6,81.1,5.82,1,0,0
0.79,0.66,0.66,3.1,71.1,2.95,0,0,1
2.16,1.76,1.79,7.7,86.6,4.77,4,0,0
1.84,1.61,1.66,5.6,72.6,4.42,0,1,0
0.99,0.95,1.01,6.7,85.8,3.6,5,0,1
1.93,1.54,1.56,5.1,74.7,5.0,2,0,0
2.13,2.09,2.05,7.4,78.7,4.24,1,0,0
1.1,0.91,0.91,10.0,86.8,4.85,0,0,1
4.0,3.76,3.7,6.3,81.8,6.24,3,1,1
2.36,3.06,3.13,4.7,78.2,2.48,3,1,0
3.14,2.78,2.74,7.4,79.4,5.47,2,0,0
0.4,0.55,0.56,8.7,63.1,3.31,3,1,1
2.66,2.76,2.7,4.3,66.1,5.86,2,0,0
2.21,2.84,2.84,6.7,76.5,4.77,1,1,1
0.0,0.59,0.58,4.7,72.4,0.5,4,1,1
1.6,1.92,1.92,3.1,85.8,2.65,3,1,1
3.71,3.57,3.6,4.1,85.4,4.98,0,0,0
1.4,1.32,1.35,5.9,92.6,4.26,2,0,1
2.15,1.88,1.84,7.3,73.7,4.92,2,0,1
3.55,3.47,3.48,1.3,78.2,5.22,3,1,1
2.45,2.43,2.35,5.7,83.5,4.61,2,0,0
4.0,3.9,3.94,1.3,84.9,3.0,0,1,0
1.33,1.45,1.52,3.9,81.2,2.98,2,0,1
0.96,0.85,0.88,7.1,78.4,2.57,0,1,0
3.57,3.29,3.28,6.3,90.3,4.32,4,0,0
2.7,2.36,2.31,2.9,91.6,4.4,2,1,1
1.07,1.35,1.32,5.4,76.4,4.94,0,1,1
2.58,2.56,2.69,2.0,87.7,3.96,4,1,1
2.88,2.95,2.95,1.9,98.7,2.84,3,1,0
1.8,1.28,1.27,4.2,81.8,4.61,3,1,0
1.89,1.64,1.64,4.7,69.3,3.75,4,0,0
1.53,1.56,1.57,8.1,67.3,3.65,1,0,1
2.93,2.91,2.91,4.3,95.0,2.82,1,1,0
1.4,1.43,1.43,8.1,76.7,3.61,3,0,1
2.6,2.51,2.46,7.0,72.6,4.75,2,1,0
1.72,1.84,1.89,4.7,71.2,3.59,0,1,1
1.73,1.87,1.87,7.0,92.5,3.25,1,0,1
1.19,1.62,1.61,5.8,73.4,3.83,1,1,1
1.51,1.5,1.5,8.3,73.9,2.87,3,1,1
2.76,2.62,2.66,5.5,85.1,2.78,1,0,0
0.64,0.44,0.49,7.4,84.1,3.26,6,0,1
3.73,3.54,3.59,5.8,83.2,3.77,3,0,0
1.7,1.72,1.77,6.0,77.7,2.62,4,1,1
2.73,3.27,3.28,4.1,73.3,7.01,1,1,1
2.01,1.88,1.89,6.6,88.3,3.31,1,1,0
1.94,1.37,1.39,5.0,76.4,4.9,2,1,0
2.58,2.34,2.35,3.7,82.3,3.42,2,0,1
1.09,1.18,1.14,5.3,68.2,5.6,3,1,1
3.4,3.39,3.41,5.9,86.1,5.64,3,1,0
4.0,4.0,3.99,4.9,76.2,4.27,3,1,0
1.63,1.64,1.62,3.7,78.0,4.79,3,0,1
2.97,2.96,2.96,6.7,69.9,4.56,3,0,0
0.64,0.73,0.75,6.6,91.8,3.88,3,1,1
0.7,0.54,0.56,6.8,77.7,0.5,3,0,1
0.26,0.32,0.32,3.8,67.6,3.15,2,0,1
1.02,0.93,0.94,8.9,74.5,4.64,0,0,1
2.65,2.54,2.48,3.5,76.6,3.59,4,1,1
0.0,0.17,0.24,7.2,66.6,2.26,1,0,1
0.99,0.62,0.62,3.8,84.3,3.45,2,1,0
4.0,3.87,3.87,5.6,89.0,5.0,0,1,0
3.67,3.63,3.63,3.4,73.7,4.84,1,1,0
0.22,0.53,0.56,7.0,84.0,2.9,0,1,1
4.0,4.0,4.0,2.0,86.8,4.65,4,1,0
1.28,1.02,1.04,5.1,77.1,3.01,0,0,1
1.5,1.28,1.36,6.4,68.1,3.93,0,0,1
4.0,4.0,3.91,3.5,79.2,4.8,1,0,0
0.0,0.0,0.18,5.5,73.8,3.12,3,0,1
2.88,2.89,2.82,6.0,99.0,5.36,5,0,0
1.24,1.25,1.25,5.9,82.5,2.84,3,0,1
2.72,2.72,2.69,4.5,70.8,2.12,1,0,1
2.24,2.17,2.18,2.8,69.1,3.61,1,0,0
4.0,3.86,3.84,6.0,78.8,4.45,2,1,0
1.33,0.98,0.91,5.3,71.6,4.36,1,0,1
1.53,1.89,1.88,7.8,84.9,3.37,0,0,0
1.33,1.43,1.4,6.6,97.7,3.09,0,0,1
1.18,0.93,0.93,8.4,72.5,3.48,5,0,1
1.03,0.66,0.66,3.1,75.0,2.58,2,1,1
2.45,2.56,2.56,4.7,70.6,5.14,3,0,0
0.22,0.24,0.24,10.0,91.3,3.66,2,0,1
1.16,0.84,0.83,6.7,71.4,3.13,2,0,1
2.63,2.19,2.19,9.4,86.9,5.97,1,1,0
2.4,2.68,2.68,7.2,82.2,5.29,0,1,1
2.45,2.58,2.57,5.9,83.2,5.16,2,0,0
0.45,0.33,0.31,8.3,80.0,4.47,2,1,1
0.85,1.69,1.59,5.5,81.5,5.05,1,1,1
2.39,2.4,2.39,4.4,84.6,3.17,1,0,0
2.17,1.94,1.94,5.8,74.1,2.06,5,0,1
1.66,1.43,1.46,4.6,88.3,4.68,3,0,1
0.75,0.86,0.86,10.0,71.4,3.64,2,1,1
1.37,1.43,1.4,8.0,79.8,2.13,4,0,1
2.96,2.51,2.51,7.5,87.6,4.14,2,0,0
0.75,0.83,0.84,7.1,78.3,5.19,3,1,1
2.93,2.93,2.93,4.2,76.4,4.89,1,0,0
0.0,0.0,0.01,7.6,84.3,5.18,1,1,1
3.49,3.49,3.49,6.7,70.1,6.06,5,0,0
4.0,3.88,3.86,8.5,79.7,4.13,0,0,0
1.55,1.62,1.62,9.3,80.8,5.97,1,0,1
1.73,1.64,1.64,7.6,73.2,6.24,5,0,1
0.69,0.58,0.56,7.2,83.7,3.4,1,1,0
2.79,2.87,2.87,6.4,80.9,5.93,2,0,0
0.35,0.0,0.01,3.4,82.3,2.11,3,0,1
1.68,1.8,1.82,3.0,68.0,3.56,4,0,0
2.47,2.29,2.31,4.6,97.1,6.39,2,0,0
2.54,2.74,2.64,8.9,72.6,5.9,1,0,0
0.0,0.23,0.27,6.3,92.7,2.77,1,1,1
0.78,0.19,0.13,6.7,92.2,3.21,0,1,1
2.76,2.62,2.54,6.5,93.3,4.45,2,1,1
1.78,1.71,1.73,6.0,95.6,3.91,3,1,1
2.68,2.26,2.26,5.8,64.1,2.87,0,0,1
2.76,2.43,2.38,7.4,77.6,2.49,0,1,0
0.24,0.4,0.4,10.0,72.1,1.9,0,0,1
0.0,0.0,0.03,6.8,82.9,3.89,0,0,1
2.25,2.48,2.48,4.8,84.5,2.05,2,0,1
1.97,2.28,2.31,4.8,81.1,4.39,2,1,0
3.38,3.63,3.66,4.5,75.4,5.92,0,0,0
3.21,3.27,3.19,7.6,84.5,6.43,1,1,0
1.45,1.58,1.58,6.2,69.6,2.42,1,1,0
2.95,2.82,2.86,5.5,84.4,4.15,3,1,1
2.93,2.67,2.67,5.2,85.9,5.53,3,0,0
1.59,2.07,2.07,6.0,86.2,3.44,1,1,0
1.13,0.85,0.84,7.4,95.8,2.87,3,1,1
1.75,1.87,1.84,3.1,83.7,5.22,1,0,0
0.95,0.51,0.46,7.7,75.1,4.07,3,0,1
2.05,1.94,1.86,5.8,91.2,2.18,1,0,0
0.81,0.67,0.67,2.8,78.5,2.23,1,0,0
2.78,3.0,3.0,6.5,83.0,3.72,3,0,1
3.01,3.18,3.18,6.6,78.3,3.11,0,0,0
3.09,3.09,3.06,4.9,75.0,3.22,2,0,0
1.0,1.21,1.11,8.2,69.9,4.34,0,0,1
0.03,0.0,0.0,8.8,81.2,3.67,0,0,1
2.99,3.36,3.35,6.3,68.7,3.58,3,0,1
2.83,2.67,2.67,5.4,97.4,5.19,5,0,1
0.21,0.52,0.51,7.5,75.9,2.06,1,0,1
2.2,2.65,2.69,6.6,69.3,6.01,1,1,0
3.83,3.61,3.59,7.5,70.5,2.86,4,0,0
2.26,2.91,2.93,3.8,88.2,2.33,1,1,1
0.0,0.0,0.01,7.3,76.6,5.99,0,1,1
0.87,0.97,0.97,7.5,86.8,3.81,2,1,1
1.32,0.98,0.98,6.0,89.3,4.46,1,0,0
2.2,1.88,1.86,3.8,78.9,3.11,0,1,0
1.88,2.15,2.16,4.5,77.6,3.6,3,0,1
2.96,3.05,3.05,5.4,78.8,3.29,3,0,1
3.18,3.27,3.25,6.6,87.7,3.49,2,1,0
2.1,2.22,2.23,4.8,81.5,3.22,0,1,0
2.51,2.05,2.05,7.7,88.9,4.99,2,0,0
4.0,3.79,3.82,1.9,78.4,2.75,1,0,0
0.77,1.25,1.21,8.5,92.6,4.81,2,1,1
1.02,0.99,0.99,7.9,73.6,2.51,2,1,1
2.09,2.26,2.32,7.0,89.0,6.32,2,0,1
2.88,3.09,3.11,5.9,87.5,3.86,2,1,1
3.15,3.11,3.19,6.0,74.5,4.84,3,0,0
0.49,0.86,0.81,7.3,88.6,2.57,3,0,1
4.0,4.0,3.97,2.4,78.5,5.46,2,1,0
2.74,2.66,2.76,5.1,84.5,3.84,1,0,0
3.37,3.93,3.9,3.3,73.3,3.04,3,0,0
3.38,3.42,3.46,5.1,85.4,5.68,0,0,0
4.0,3.92,3.97,3.8,100.0,4.7,0,1,0
3.85,3.96,3.93,1.5,97.2,4.96,1,1,0
0.72,0.45,0.52,7.4,81.5,2.18,2,0,1
3.09,3.0,2.94,3.8,83.2,2.25,4,1,0
0.96,1.33,1.34,2.2,79.4,3.14,1,0,0
1.81,1.46,1.5,7.3,61.4,5.71,2,1,1
2.72,3.29,3.26,6.3,75.7,5.3,1,0,0
2.11,2.71,2.73,4.5,91.4,2.8,3,0,0
1.94,1.35,1.32,6.5,70.2,3.68,3,1,1
0.0,0.0,0.01,5.7,66.8,2.19,1,1,1
1.46,1.25,1.25,3.3,86.6,3.14,2,1,1
2.92,3.29,3.28,7.7,80.8,4.83,1,0,0
0.26,0.43,0.41,3.9,79.3,2.31,0,0,1
2.07,1.87,1.93,7.7,88.9,5.09,3,1,1
1.68,1.71,1.71,6.2,91.3,4.14,2,0,0
1.43,1.66,1.6,8.5,81.6,2.38,1,0,1
0.32,0.44,0.37,7.5,82.2,1.66,3,0,1
2.42,2.53,2.51,4.8,64.4,4.86,1,0,1
1.31,1.25,1.25,4.2,76.0,5.27,4,0,1
0.91,0.59,0.61,7.4,71.8,6.32,4,0,0
0.0,0.0,0.05,4.0,71.9,3.79,0,1,1
3.6,3.67,3.7,5.2,83.7,5.04,4,0,0
0.0,0.0,0.0,6.8,75.0,2.83,1,1,1
1.79,1.96,1.88,6.3,78.4,4.1,1,1,1
1.25,1.4,1.4,6.7,74.5,4.54,3,0,1
2.43,2.92,2.92,2.4,95.5,5.91,0,0,0
3.12,3.31,3.29,6.4,80.4,4.12,3,0,0
1.85,1.5,1.5,5.5,90.1,0.5,2,1,0
2.04,2.31,2.31,7.3,85.7,2.21,0,1,1
3.25,3.51,3.49,5.1,84.8,2.04,2,1,0
3.03,2.96,3.0,5.2,77.6,3.85,2,1,0
3.23,3.28,3.28,7.1,87.9,3.29,3,0,0
0.7,0.58,0.56,7.2,81.2,1.21,3,1,1
0.0,0.17,0.15,5.8,96.6,2.55,1,0,0
1.14,1.38,1.37,7.6,100.0,4.45,5,0,1
0.0,0.0,0.04,6.6,86.0,3.35,3,0,1
2.15,1.98,1.96,5.8,86.2,2.73,2,0,1
2.88,2.8,2.8,3.1,86.4,3.36,1,1,0
2.13,2.25,2.32,5.9,86.4,4.48,3,0,1
0.74,1.02,0.99,5.9,78.1,5.05,1,0,1
0.66,0.82,0.74,8.4,77.0,4.89,4,1,1
4.0,4.0,4.0,4.1,83.7,4.44,2,0,0
1.19,1.15,1.23,5.8,84.8,2.73,2,0,1
2.14,3.01,2.96,9.0,86.6,2.69,0,0,0
2.71,2.61,2.61,7.4,82.3,3.93,3,0,0
2.63,2.73,2.78,7.3,92.7,5.3,0,1,0
0.94,1.21,1.19,7.8,72.2,2.76,3,1,1
0.99,0.6,0.61,5.1,93.7,4.67,2,0,1
1.21,1.11,1.11,3.9,75.8,4.98,2,0,1
0.94,0.18,0.14,6.0,96.0,4.39,4,1,1
1.85,1.8,1.92,6.7,80.2,3.42,2,0,0
0.0,0.0,0.04,5.2,76.8,1.58,2,0,1
1.15,1.23,1.28,6.9,88.1,4.56,0,1,1
3.33,3.67,3.66,4.5,98.5,6.0,2,0,0
4.0,3.14,3.14,3.5,76.5,6.16,1,0,0
4.0,4.0,3.99,2.4,86.7,4.08,1,0,0
2.21,2.39,2.39,6.7,73.0,3.47,2,1,1
3.04,2.98,2.98,4.9,83.6,2.65,0,1,0
3.55,3.37,3.37,3.9,76.2,6.57,2,0,0
3.44,3.4,3.37,2.0,80.1,7.4,3,1,1
1.82,2.08,2.13,6.0,74.1,3.32,1,0,1
1.37,1.11,1.07,6.8,87.9,4.64,0,1,1
2.48,2.65,2.65,4.3,76.4,4.24,1,0,0
2.91,2.82,2.82,3.2,78.3,5.47,1,0,0
2.4,2.42,2.44,4.8,73.3,5.98,0,0,0
0.0,0.0,0.0,5.8,87.9,2.62,0,0,1
3.88,4.0,4.0,1.8,81.6,4.5,2,1,0
1.79,1.68,1.68,4.4,79.7,5.67,1,0,0
0.59,0.96,0.94,7.3,84.9,5.85,1,1,1
3.92,3.91,3.85,7.3,78.3,4.07,3,0,0
2.84,2.84,2.83,3.8,96.8,2.57,2,0,0
1.74,1.79,1.79,4.8,93.1,3.76,0,1,1
2.95,2.87,2.83,3.0,78.5,3.23,1,0,0
3.66,3.78,3.81,4.9,83.1,3.28,3,0,0
2.93,2.37,2.43,4.8,94.6,4.86,2,1,0
4.0,3.82,3.85,3.4,88.2,3.54,2,0,0
3.81,4.0,4.0,3.0,72.8,2.82,0,0,0
0.77,0.57,0.54,6.0,89.0,2.1,1,1,1
1.09,0.47,0.55,5.5,80.7,4.17,1,0,1
1.84,2.04,2.09,4.9,83.1,2.38,0,1,1
1.57,1.48,1.5,6.1,85.9,3.29,2,0,1
1.57,1.37,1.46,6.3,75.9,6.78,1,1,1
3.04,2.7,2.7,8.1,82.0,5.38,1,0,1
1.89,2.64,2.67,5.1,86.3,3.04,3,0,0
1.35,1.17,1.09,6.9,72.8,3.61,4,1,1
3.09,3.16,3.07,3.2,84.3,3.08,2,1,0
0.81,1.06,1.06,4.7,72.6,4.24,1,1,1
0.07,0.0,0.02,7.1,80.3,3.1,1,0,1
0.62,0.48,0.52,8.2,79.4,3.7,1,0,0
4.0,4.0,4.0,5.3,94.7,3.9,1,1,0
1.38,1.44,1.54,7.9,88.8,3.23,3,0,0
3.9,3.7,3.7,1.1,99.1,2.85,2,1,0
2.69,2.71,2.7,5.6,87.8,3.82,1,1,1
1.52,1.5,1.46,7.2,73.9,5.27,3,1,1
1.65,1.55,1.55,3.7,81.6,4.71,1,0,0
3.15,3.01,3.02,7.4,80.5,6.8,5,1,1
3.53,3.54,3.49,5.4,81.3,4.11,3,0,0
1.25,1.52,1.54,6.5,79.0,3.29,1,0,1
2.69,2.98,2.98,4.1,76.8,3.85,3,1,0
0.02,0.06,0.03,6.9,89.6,3.18,5,1,1
2.36,2.45,2.5,2.9,83.1,1.89,5,0,0
2.32,2.18,2.18,4.4,94.1,5.77,1,0,0
1.73,2.41,2.46,6.4,77.3,3.86,0,1,1
0.0,0.35,0.28,6.2,77.8,2.27,1,0,1
2.22,2.5,2.54,5.3,73.9,3.89,3,0,0
1.03,0.92,0.93,7.0,86.3,2.65,2,0,1
2.5,2.43,2.34,4.6,86.7,3.04,2,0,0
0.8,1.15,1.22,7.9,78.0,1.79,0,1,1
0.33,0.0,0.0,4.1,71.3,4.61,4,0,1
3.69,3.46,3.46,3.8,89.1,5.52,4,1,0
0.77,0.96,0.97,6.7,86.2,4.76,0,0,1
0.0,0.0,0.0,8.0,68.2,3.74,4,0,1
0.62,0.53,0.54,7.9,66.6,3.46,2,0,1
3.14,2.73,2.76,4.3,87.8,4.64,1,0,0
2.51,2.47,2.43,5.4,80.6,3.72,2,0,1
3.36,3.59,3.66,5.2,75.6,6.84,1,1,0
2.75,2.63,2.6,4.9,88.6,4.66,6,0,0
0.87,0.82,0.81,7.9,91.4,3.68,3,0,0
4.0,3.73,3.73,5.3,96.8,6.4,1,1,0
0.4,0.59,0.59,9.2,78.4,2.8,1,0,1
3.33,3.32,3.35,5.1,87.1,3.67,4,0,0
1.11,0.59,0.74,5.6,68.7,4.17,2,0,1
1.39,1.38,1.38,8.2,87.3,4.03,4,0,1
3.6,3.49,3.51,5.4,83.3,5.94,2,1,0
0.36,0.92,0.92,5.8,90.5,6.63,2,0,1
1.04,0.8,0.69,5.7,91.4,5.72,1,0,0
2.58,2.25,2.21,6.2,88.4,4.75,0,0,0
0.79,0.75,0.75,6.5,84.0,3.65,0,1,1
1.53,0.92,0.9,1.7,85.8,3.15,3,1,0
1.12,1.18,1.29,7.0,79.5,4.23,2,0,1
3.49,3.55,3.47,7.4,87.1,0.5,0,0,0
1.39,1.47,1.55,4.7,75.8,2.13,0,0,1
2.08,1.58,1.5,5.5,79.3,2.82,0,1,1
3.21,3.07,3.08,3.0,84.4,2.66,1,1,0
0.74,0.58,0.66,7.1,79.6,5.09,5,0,1
0.0,0.28,0.26,4.7,64.9,2.76,2,0,1
1.8,1.74,1.74,9.0,69.4,3.04,2,0,1
1.83,1.71,1.69,1.7,79.8,2.46,1,1,1
4.0,3.77,3.8,5.5,85.6,5.79,3,0,0
0.8,1.7,1.64,6.8,85.9,4.72,1,1,1
2.46,2.68,2.68,4.1,66.6,5.74,2,1,0
1.7,1.42,1.53,6.4,97.8,3.02,0,1,0
1.85,2.18,2.16,5.4,77.0,4.28,1,1,1
3.07,3.23,3.19,6.2,86.9,5.32,5,1,0
1.56,1.51,1.51,3.9,89.7,4.4,1,0,0
0.94,1.1,1.04,5.8,80.4,3.81,1,0,0
1.33,1.31,1.27,4.5,77.2,3.98,2,1,1
3.38,3.4,3.4,1.7,78.7,2.36,3,0,0
2.35,2.17,2.17,4.1,60.4,4.27,0,0,0
2.69,2.27,2.25,4.9,67.5,4.13,3,1,1
2.08,1.86,1.9,6.4,84.4,1.82,0,1,1
2.42,2.55,2.61,6.2,72.5,5.54,2,1,1
1.08,1.14,1.16,7.1,87.4,2.95,1,0,1
2.99,2.45,2.44,4.3,93.5,5.55,2,0,0
1.56,1.37,1.37,4.8,89.3,2.15,2,0,0
0.0,0.18,0.18,7.0,74.3,2.58,1,0,1
2.3,1.95,1.94,4.9,83.4,2.53,0,1,0
0.56,0.81,0.9,7.8,76.7,2.91,4,0,1
2.45,2.53,2.56,5.4,88.5,5.33,3,1,0
1.89,2.23,2.32,7.0,72.3,3.62,4,0,1
3.19,3.7,3.66,5.7,84.2,3.19,4,1,0
3.57,3.6,3.53,4.1,82.1,3.13,0,0,0
1.76,1.65,1.73,1.9,77.1,3.48,2,1,0
2.54,2.85,2.84,6.2,89.1,3.41,2,0,0
0.0,0.0,0.0,9.0,78.7,4.52,2,0,1
1.91,2.04,2.02,3.6,76.2,2.31,0,1,1
1.05,1.3,1.23,6.0,83.0,3.93,3,0,1
0.25,0.65,0.67,5.8,81.0,3.07,2,0,1
1.9,1.96,1.91,5.5,77.1,4.43,0,1,0
3.21,3.12,3.11,3.6,87.1,3.86,4,0,1
3.51,3.64,3.7,5.5,88.9,4.77,4,1,0
0.09,0.0,0.0,7.4,79.7,5.41,2,1,1
2.82,2.59,2.61,5.7,87.6,1.77,1,0,0
1.5,1.82,1.86,6.2,92.7,3.98,1,1,0
3.5,3.16,3.16,3.5,96.9,3.79,1,0,0
0.0,0.09,0.09,7.2,92.0,2.86,2,0,1
0.11,0.45,0.41,7.7,90.0,6.09,0,0,1
1.87,1.74,1.74,8.8,84.0,5.37,2,0,1
2.03,2.27,2.27,5.2,77.8,6.01,2,1,1
1.81,1.98,1.91,4.0,78.9,3.41,1,0,0
0.86,1.25,1.25,7.9,75.6,3.79,2,1,1
2.53,2.42,2.5,7.4,89.4,2.51,0,0,1
0.1,0.34,0.33,2.2,74.5,3.51,2,0,1
1.67,1.13,1.1,7.1,76.0,4.08,1,1,0
2.18,1.66,1.66,5.1,80.9,2.83,4,1,0
1.67,1.34,1.34,5.9,78.1,3.66,1,1,1
1.55,1.79,1.72,7.0,80.3,3.57,1,1,1
1.38,1.77,1.79,6.2,88.8,4.07,1,0,0
1.8,2.24,2.22,7.0,75.9,2.96,1,1,1
1.11,0.97,1.05,7.0,66.0,4.57,0,1,1
1.02,1.39,1.41,5.4,80.7,1.91,1,1,1
0.0,0.0,0.0,9.5,77.8,4.37,1,0,1
2.25,2.37,2.4,5.6,79.1,4.59,2,1,0
2.67,3.28,3.28,2.4,86.5,2.74,2,0,0
1.03,0.82,0.82,4.7,77.0,1.33,4,1,1
2.12,1.77,1.79,5.5,85.5,2.65,6,0,1
2.91,2.66,2.66,5.8,79.1,5.42,4,0,1
0.97,0.95,0.95,7.2,79.3,3.69,4,0,1
3.37,3.23,3.15,4.4,85.4,5.79,3,1,0
3.28,3.08,3.08,7.3,81.3,5.75,6,0,1
0.87,0.98,0.99,7.1,73.4,1.92,0,1,1
2.41,2.38,2.38,5.0,91.9,2.6,1,0,0
1.54,1.39,1.41,4.7,89.8,2.97,1,0,1
4.0,4.0,4.0,7.8,86.3,5.39,2,1,0
0.89,0.75,0.76,6.3,76.7,3.6,0,1,1
1.92,1.8,1.73,4.9,70.5,6.96,1,0,0
4.0,4.0,4.0,4.4,87.4,5.23,0,0,0
2.29,2.44,2.44,6.6,78.6,5.08,0,1,0
3.58,3.85,3.77,4.8,77.5,5.9,1,0,1
3.4,3.86,3.86,4.1,96.6,4.04,4,1,0
1.96,1.86,1.86,5.5,83.1,6.75,0,0,0
2.93,2.96,2.94,2.5,87.8,3.16,1,1,0
2.69,2.88,2.81,4.2,84.6,2.84,2,0,0
1.01,0.93,0.94,5.7,77.4,2.31,1,1,1
0.21,0.41,0.41,7.1,91.6,2.32,1,0,1
3.07,2.6,2.53,6.6,88.0,2.99,1,1,0
1.26,1.22,1.27,6.2,75.4,3.91,0,0,1
2.25,2.83,2.85,6.5,83.9,3.4,0,0,1
4.0,3.64,3.66,3.6,84.9,7.49,2,0,0
1.08,1.13,1.1,5.4,73.0,1.96,3,1,1
3.38,2.62,2.62,5.7,84.2,5.87,0,0,0
2.1,1.79,1.84,6.1,74.4,2.42,2,0,1
0.57,0.46,0.46,7.1,95.8,4.92,7,1,1
0.92,1.12,1.12,6.4,76.2,5.28,3,0,0
2.95,3.12,3.12,4.4,85.6,6.79,1,1,0
0.17,0.18,0.18,6.5,78.3,3.58,2,1,1
1.29,0.94,0.94,5.1,86.6,3.98,1,0,0
0.66,0.55,0.55,5.7,79.4,0.8,1,0,1
1.16,1.45,1.45,6.6,73.2,3.38,1,0,1
1.43,1.74,1.74,5.4,77.1,4.91,1,0,0
2.42,2.58,2.6,8.0,94.4,4.92,4,1,0
2.42,2.6,2.61,6.8,93.1,5.26,0,0,1
2.4,2.37,2.27,9.0,83.1,4.39,1,0,1
1.76,1.76,1.79,6.7,85.6,5.8,3,1,1
3.92,3.8,3.77,1.0,100.0,3.98,3,0,0
2.25,2.18,2.18,5.1,88.4,4.5,1,1,1
1.76,1.69,1.69,8.5,100.0,4.36,2,1,1
1.16,0.91,0.91,7.3,79.4,5.55,1,0,0
1.33,1.57,1.56,5.4,80.2,2.44,4,0,0
1.96,1.9,1.9,7.4,77.9,4.11,3,1,0
2.15,2.51,2.54,9.4,80.3,4.14,3,1,1
3.53,3.5,3.5,4.3,85.2,5.46,1,1,0
1.83,1.7,1.7,4.9,84.7,4.83,1,1,0
3.11,3.32,3.3,7.5,82.3,5.3,1,1,1
3.84,3.61,3.64,5.2,83.4,4.68,0,0,0
1.88,2.29,2.34,5.6,88.7,1.87,3,0,1
4.0,3.79,3.79,6.5,69.4,4.26,1,0,0
0.47,0.45,0.38,4.3,74.5,3.14,0,0,1
1.19,1.2,1.14,5.2,77.1,4.92,1,0,1
0.69,1.58,1.6,6.0,81.3,1.27,1,1,1
2.86,2.38,2.41,5.3,85.1,3.05,1,0,0
3.44,3.28,3.25,5.6,76.8,3.9,3,0,0
0.0,0.12,0.12,5.7,79.6,1.62,4,0,1
2.24,2.06,2.06,5.3,84.6,3.32,4,1,0
0.32,0.11,0.13,6.1,72.7,5.01,1,1,1
2.43,2.83,2.78,5.7,98.3,4.01,3,1,0
3.6,3.68,3.69,4.4,90.5,6.11,3,1,0
1.4,1.21,1.21,4.1,83.3,3.72,1,0,0
1.64,1.88,1.85,5.0,92.9,6.21,1,0,1
1.32,1.36,1.32,5.1,58.6,3.54,0,1,1
1.65,1.25,1.25,7.8,85.1,2.86,7,1,1
2.93,3.32,3.32,6.6,89.5,2.18,1,0,0
0.0,0.28,0.31,7.1,67.7,2.87,2,0,1
2.13,2.27,2.27,2.8,69.5,0.97,1,0,0
0.14,0.0,0.0,5.2,81.7,5.28,2,0,1
1.24,0.78,0.82,6.9,86.2,5.41,1,1,1
2.01,2.35,2.33,5.1,93.3,5.33,4,1,1
